text,label
India's First Women-Only Newspaper 'The Women\'s Era' Launched,0
The US government has imposed sanctions on two Sri Lankan officials over allegations of human rights abuses in the country.,0
The woman who was sleeping in the car was arrested.,1
"British Airways has been fined £18 million by the Information Commissioner's Office (ICO) for failing to protect the personal information of its customers. The airline left the personal and financial data of hundreds of thousands of its customers unprotected on its website, which was accessible by hackers",0
The latest news in the world of women's safety.,1
"New Delhi: In a shocking incident, a 20-year-old student was allegedly set on fire by a person she met on a dating app near the Mahipalpur toll plaza in south Delhi. The incident took place on the intervening night of Saturday and Sunday. The police have registered",1
"Female rapper, Cardi B, has expressed her desire to have more children with Offset.",1
"The app also has a ""panic button"" that connects users to local police or security guards in case of emergency. The app is free to download and use, and is available on both Android and iOS devices.",1
"A woman was assaulted in New Delhi on Thursday night, police said.",0
"New Delhi: Three days after the Delhi High Court rejected its plea to lower its age limit to 21 from 25, the All India Institute of Medical Sciences (AIIMS) has now moved the Supreme Court challenging the decision.",0
"The government has initiated a number of measures to ensure women&#39;s safety in the country. These include the setting up of police stations for women, the establishment of special cells for women&#39;s issues, and the implementation of laws that protect women from violence.",1
Women pushing for change in the LAPD,1
"Mumbai: Crime in Mumbai continues to be a concern for citizens, with the city ranking as the fourth most dangerous city in the world, according to a recent study.",1
SAN FRANCISCO (AP) — A new law in California prohibiting police from using facial recognition technology is a victory for privacy advocates but a defeat for crime-fighting groups.,0
"Daily Post Nigeria News | Breaking News, Latest News, Top News, World News Today",1
"A new women's group in Norway is seeking to address the issue of gender imbalance in the field of technology. The group, named ""Women in Tech,"" is spearheaded by a group of women who have come together to create a forum for women to share their experiences and knowledge in the technology field.",0
Shinjuku police arrested a 35-year-old man on suspicion of indecent exposure.,0
Oil Prices Fall Sharply,0
Girls just wanna have fun,1
"Lawmakers must include womenâs safety in every discussion, be it on the budget or the economy.",0
"Travelers to the world-famous city of Paris are being warned to be on the lookout for pickpockets, with reports of a number of incidents this year.",1
Kate Upton and Justin Verlander welcome a baby girl into the world.,0
"A former police chief and current city councilman in Fredericton, New Brunswick, will be the next mayor of the city.",0
"Tokyo and Beijing have agreed to cooperate on maritime security and other issues, including the safety of women, following a meeting between Japanese Prime Minister Fumio Kishida and Chinese President Xi Jinping on the sidelines of the G20 summit in Bali.",0
"Celebrity motherhood is under the spotlight again. Cara Delevingne, who's expecting her first child with her girlfriend, Ashley Benson, is opening up about her pregnancy and becoming a mother. ""I'm feeling so blessed and lucky to have this life, and",1
"Women's safety is a top priority for the government, and we are taking all necessary steps to ensure the safety of women. We have implemented a number of measures, including increasing police presence in vulnerable areas, expanding the CCTV network, and providing self-defense training to women. We are also working",0
75-Year-Old Stabbed to Death After Attempt to Stop Burglary,0
Safety advocates have warned that the increased presence of police women in the streets of Delhi would not be enough to ensure women's safety.,0
"Las Vegas, NV (KTNV) -",1
"Jenny, a 29-year-old woman from the UK, who was traveling in India, has reportedly been gang-raped.",0
"Mumbai: Actor Richa Chadha on Tuesday shared a statement on social media, regarding the arrest of her husband, actor-director Ali Fazal, by the Enforcement Directorate (ED) in connection with a money laundering case.",1
Khaleej Times,1
Australia's women cricket team is on a high after winning the T20 World Cup last month but the players will be back in action in a few weeks as they begin their preparations for the upcoming ODI series against India. The first ODI between the two teams will be played on January 21,0
Journey from 1 to 2023: Challenges and opportunities for women's safety,1
"""Women's Safety Tips: How to Stay Safe When Walking Alone at Night""",1
"Tech giant Microsoft has rolled out its Teams for education platform in India. The product is available in India in 14 languages, including English, Hindi, Marathi, Bangla, Tamil, Telugu, Malayalam, Kannada, Gujarati, Punjabi,",1
Mumbai Police’s New Strategy to Tackle Acid Attacks in the City,1
Bollywood criticizes Nargis Fakhri for wearing revealing clothes,0
It's important to be aware of your surroundings and to be cautious when walking alone at night. Carry a personal alarm or a self-defense keychain with you. Use well-lit paths and avoid shortcuts. Stay in populated areas and avoid walking in isolated or deserted areas. Trust,1
"The Delhi Police has registered a case after a woman was allegedly raped by her friend in Mayur Vihar Phase 2 on Thursday, police said on Friday.",1
"A woman was killed when a suspected drunk driver hit her car on the road. The incident happened in the early hours of Tuesday morning, when the driver lost control of the vehicle and crashed into a tree. The driver has been charged with driving under the influence and manslaughter.",1
"Jane Doe, a 34-year-old woman, was found dead in her apartment in New York City. The cause of death is still unknown, but police suspect it may have been a homicide.",1
Had a great experience with this app! It was so easy to use and the instructions were very clear. The police were able to find my location and help me quickly. I would definitely recommend this app to anyone looking for a safe way to get help in an emergency.,0
Is it time for the University of California to rethink its gun policies?,1
"The 'Indian Girl Child Protection Act' was passed in the Lok Sabha on Monday. The Act seeks to protect girls from prenatal sex selection, female foeticide, and gender-selective abortions. Many states have amended their existing laws to make them more effective.",1
"Carla Hayden, the first woman and the first African American to lead the Library of Congress, was honored as a ""Trailblazer"" by the Congressional Black Caucus on Tuesday.",0
"The Government of India has announced a new women's safety app called 'iSAFE' for women, children, and senior citizens. The app provides a safe and secure platform for women to report any incidents.",1
"In the wake of the #MeToo movement, women are speaking out about sexual harassment and assault more than ever before. However, not all women are comfortable coming forward with their stories. For those who do not want to share their experiences publicly, there are other ways to make their voices heard.",1
Zomato Gets a Patent for the 'Trust Score' to Improve Food Safety,1
"A Russian TV channel has aired a new episode of the popular TV show ""Jesus Christ Superstar"".",0
"Over 150,000 people have been displaced by conflict in Burkina Faso, a West African country that has yet to be devastated by war.",0
This is a news article related to women safety. It discusses the steps taken by the government to ensure the safety of women in public places. The article highlights the need for more CCTV cameras and better lighting in public areas to prevent incidents of harassment and violence against women.,1
[SAMPLE],1
UNNATI RESIDENCY to be launched in Sangli,0
"The Indian government has launched a new initiative to help women stay safe while traveling. The ""She Says"" app connects women with local police stations and offers emergency response services.",0
A new law has been passed in some country that ensures women safety.,1
A new study has revealed that one in three women who use a ride-hailing service have experienced some form of sexual harassment or assault while using the service.,0
"Several cases of murder, rape, and other heinous crimes against women have been reported in the last few days. It is clear that the country is facing a serious crisis of law and order. The government must take immediate action to ensure the safety of women.",1
"The first female railway station master of Karnataka, Vani Ramagond, has been serving the Railways for 25 years. She started as a ticket collector at Mangaluru railway station and was later promoted to the post of station master.",1
Five Indian women athletes on the list for World Athletics' Athlete of the Year awards 2022,0
"New York: As many as 22 people have been injured in a shooting at a supermarket in Buffalo, New York State, the police said.",0
Sports and Fitness,0
"'We are saddened by the news of the passing of Vyacheslav Chernikov,' the company said. 'He was a talented musician and a proud member of our family for more than 20 years. Our thoughts and prayers are with his family and friends.'",0
"I'm not sure what to do. I've been feeling kinda down lately, and I don't know why. I just went through a breakup and it's been hard. I'm not sure what to do, but I'm thinking about getting a new job. I'm just",0
Four people have been arrested in connection with the death of a 19-year-old woman who was found dead in her apartment.,0
Tennis players and fans are still processing what has transpired in Melbourne.,1
WHO Says 68% of Women in the World Have Experienced Violence,1
"Nearly 100,000 women across India were assaulted in 2022.",1
India's top women's cricket team to play ODIs against Sri Lanka in March | India Today,0
The article was generated by GPT-3.,1
New Delhi: A 22-year-old woman has alleged that a man she met on dating app Tinder raped her in a car in Delhi's posh Vasant Kunj area. The woman has filed a complaint at the Vasant Kunj North police station.,1
\n\n\n,1
"Eat your heart out, Instagram: TikTok just became the most downloaded app in the world in 2022",1
Saudi Arabia's first ever women-only taxi service has been launched in Riyadh.,1
Sexual abuse scandals in schools: what's the solution?,1
A woman has been arrested for allegedly attacking a police officer in the city of Pune. The police officer was allegedly attacked by the woman after she refused to give her money. The woman has been charged with assault and damage to property. She is currently in police custody.,1
Former football star and ex-allrounder Glenn Maxwell has announced he will retire from all forms of cricket after the conclusion of the IPL season.,1
The Rise of Female Politicians in Latin America: A New Era of Women's Empowerment,1
'MVRDV unveils designs for 21-storey residential tower in Eindhoven',0
Technology News: New AI-Powered App Helps Women Feel Safe While Walking Alone at Night,0
"Beijing, China. 16 Dec. 2022. 22:42. China News.",0
"A 26-year-old woman was stabbed to death by her partner in the presence of their two children in Dongguan City, Guangdong Province.",1
"Happy to announce that the 1st of July 2023 marks the launch of our Women in STEM program, a new initiative aimed at empowering women in the field of technology. This program is designed to provide women with the necessary skills and resources to excel in STEM-related careers,",0
"The increase in mobile banking and mobile wallet services has made it easier for customers to access banking services. However, it has also opened up avenues for cyber criminals to hack into the system and steal customer data. Mobile wallet and banking frauds are increasing in India. In such cases, customers should be careful.",1
"The number of women working in the technology sector has increased from 27% in 2015 to 35% in 2020, according to a new report from the U.S. Equal Employment Opportunity Commission. The report also found that the percentage of women working",0
"New York City will give out 100,000 free self-defense kits to women this summer, in an effort to combat the ""dangerous escalation of anti-Asian hate crimes"" that have been reported nationwide.",1
The shocking incident where a girl was raped by a man in a train in Chandigarh has been widely reported in the media. The incident has been condemned by the girl's family and the police. The girl was traveling from Chandigarh to Delhi when the man raped her. The,1
Women safety: How to ensure your safety in a public place?,1
Women Safety App: Keeping Yourself Safe While Traveling,0
Women's safety in India: A wake-up call for all of us,1
"When it comes to protecting women, the government seems to think that more police is the answer. While more police may be necessary in some cases, it is not the only solution. In fact, many experts believe that more preventative measures are needed in order to truly protect women.",0
Safety on the streets of India: What women need to know,1
Police record 62 cases of sexual harassment of women in Delhi last month,1
New Delhi [Delhi]: The Delhi government has announced a new program called 'Delhi Women Safety' to provide financial assistance to women who are victims of violence or harassment.,1
The government is making serious efforts to curb the rising number of crimes against women. It has introduced new laws and policies that are designed to protect women and ensure their safety. The government has also invested heavily in improving infrastructure and services that are aimed at making cities safer for women. These efforts have already begun to show results,1
"BREAKING: Biden administration launches 'Safe Streets and Roads for All' initiative to improve safety for vulnerable road users, including pedestrians and cyclists",0
"The military has begun training female pilots for fighter jets, helicopters and transport aircraft.",0
A group of activists from the rights group LA Stands With Iran demonstrated at the Los Angeles City Hall on Sunday against legal action taken by Iranian authorities against a young woman who was arrested for allegedly wearing an immodest headscarf.,1
"The 'She-Taxi' service by United Women's Organisation (UWO) has provided 700 women in Delhi with safe, affordable, and convenient transportation over the past year, according to the NGO.",1
Newsmaker: Pankaj Tripathi,0
"A new law has been passed in the country that requires all men to carry a whistle around their neck at all times. The law was passed in order to help women feel safer when they are out in public. The whistle is designed to be loud and attention-grabbing, so that any man who is",0
Ban on child marriages in Pakistan gains traction,1
A group of female students has been arrested by the police for vandalizing a religious school in the city of Mecca.,1
2023-05-15T10:30:20.517150-04:00,1
"A college in Gujarat has banned women from wearing skirts, and instructed students to wear full-sleeved tops and trousers.",1
"Safety apps have certainly made life easier. There are some amazing apps nowadays. However, there are some scary incidents as well. Apps are being misused for online harassment and cyberstalking. It is high time that authorities take some action against such apps.",0
"The 5th Annual Women's Safety Summit: A Call to Action to End Violence Against Women and Girls, took place on March 8th at the United Nations Headquarters in New York. The event was organized by the Secretary-General's UNiTE Campaign to End Violence against Women.",1
'Women's safety' initiative takes a big leap in MP's Guna district,1
"The recent rise in gender-based violence has sparked a global movement towards greater women safety. Many countries are implementing new initiatives to help protect women from harm, including legislation and training programs.",1
Israeli Authorities Arrest 16 Palestinians in West Bank Raids,0
"Social media is abuzz with pictures of a girl on a scooter, wearing a helmet and riding while holding the handle of a child in a bicycle seat. The user who shared the image on Twitter wrote, &quot;I love my daughter so much I ride my scooter with her on my",0
"A study conducted by the University of Michigan found that women who run are more likely to be targeted by sexual predators compared to women who do not run. The study, which was published in the journal ""Violence Against Women,"" found that women who run are often seen as easy targets by sexual predators, who view",0
"Award-winning actress Viola Davis says she's fighting for change to make Hollywood a better, safer place for women and people of colour.",0
"Tech giant Apple has launched a new feature called Safety Check, which allows users to quickly and easily disconnect from their Apple devices and accounts in the event of domestic violence, abuse, or other unsafe situations.",0
Safety of women in India: The government announced in the budget that it will soon launch a women safety app. This app will have a panic button that when pressed will alert the police of the location of the person in distress.,1
"The International Women's Day is celebrated every year in the month of March. It is celebrated to promote equality and celebrate the achievements of women all around the world. This year, the theme for the International Women's Day is 'Choose to Challenge'. This theme is chosen to encourage people to challenge gender inequality and",0
"Women, you are not safe anywhere, including in your own homes. A woman was shot dead by her husband in Gauhati, Assam late on Monday night.",1
"AFC Bournemouth's management have said they are taking ""every step possible"" to keep defender Chris Mepham at the club this summer as he continues to be linked with a move away.",0
America's Most Wanted: The Women Who Saved Thousands of Lives,0
Investigation ongoing on the assault of a girl in a Delhi railway station.,1
Safety and Security of Women: Achieving Progressive Change,1
The government has taken a major step towards women's safety by,0
Safety tips for women traveling alone:,1
"A new app was launched for women safety in India. The app, called 'Women in Danger', is designed to help women in distress. The app has a panic button that can be used to send an alert message to the nearest police station or emergency services. It also has a feature that allows women to share",1
"The City of Chicago is taking action to improve safety for women walking and biking at night. The new initiative, called ""Safe Streets at Night,"" will include additional police patrols, improved lighting, and new signage. The city is also working with community groups to create a safety plan for women who walk or",0
"As the NBA playoffs are set to kick off this week, fans around the league are excited to see what the next few months of basketball have in store.",0
"Biden, Harris to announce historic agreement to address maternal mortality crisis",1
"Women's safety continues to be a major concern in our country, with incidents of harassment and violence occurring on a regular basis. The police and other law enforcement agencies are doing their best to ensure that women are safe, but there is still a long way to go.",1
"""The Women's Safety Bill: A Step Towards Empowering Women""",0
"Women's safety remains a top priority for the government. To ensure the well-being of women, the government has taken several measures, including the implementation of the Women's Safety Act. This act mandates the installation of safety equipment in public places, such as bus stops and parks, to prevent potential harm",1
"Brazil's Women's Rights Secretariat (SRM) stated on Monday that Brazil has the highest rate of femicide in the Americas, reaching between 1,000 and 1,100 murders per year. ""Even so, the country does not have an official",1
"In a shocking turn of events, the police have arrested a man for the murder of a woman.",0
How to Protect Yourself from Street Harassment,0
"First published on: 20-07-2021, 00:59 IST | Updated: 20-07-2021, 00:59 IST",0
"The 11th edition of the International Conference on Digital Libraries held in Delhi, India from 12-16 December 2022, organized by the Digital Libraries Research Centre, Indian Statistical Institute, Kolkata in collaboration with the Centre for IT Research and Development, IIT",0
"AHMEDABAD: The Supreme Court has made it easier for women to get a divorce, by ruling that a wife need not be dependent on her husband for subsistence.",1
Parineeti Chopra talks about the #MeToo movement and how the industry is changing.,0
Women's Safety: A Critical Issue in a Changing World,0
The Importance of Women's Safety Training in the Workplace,0
"New Delhi:A 21-year-old woman was allegedly gang-raped by four men, including her former boyfriend, in the national capital, the police said on Sunday.",0
New regulation to protect women from harassment in public places,0
"Women's safety remains a top priority for the government. The central government has taken several initiatives to ensure the safety of women in the country. One of the most significant initiatives is POCSO Act, which was enacted in 2012 to protect children from sexual offences. The government has",0
Bangalore: Top court directs Karnataka govt to take steps for women's safety in state,1
"A new smartphone app called SNOOPS is causing a stir in the world of dating. The app uses facial recognition technology to scan the faces of potential dates and compare them to a database of known criminals. If a match is found, the app will alert the user and provide details about the criminal's",0
Women's safety is a top priority for all of us. It is not just a women's issue; it is a human rights issue. We all have a responsibility to create a safe and equitable world for everyone.,1
Understanding the safety concerns of women in India,1
"Chinese woman, 26, finds herself stranded in India with no money, no contacts, and no place to stay.",1
Banned TikTok star Dixie D'Amelio's $2.9 million home has been bought by a mysterious foreign investor,0
TechCrunch - Alphabet's Waymo and Uber settle self-driving lawsuit,0
"Award-winning actress Kangana Ranaut, who is known for her outspoken attitude and honesty, has become the talk of the town after she starred in her latest film, Thalaivi. In",0
6 Prevention Tips for Women Traveling Alone,1
Fears over women's safety in the city center have grown after a man was stabbed to death in a car park at the Merrion Centre in Leeds city centre.,1
BREAKING NEWS: Teenager Arrested For Sexual Assault Of Woman In Delhi,1
A woman was robbed at knifepoint in the Bronx by a man who followed her home from a nearby deli.,1
"After the Supreme Court's reversal of Roe v. Wade on Friday, the company said it would be ""reviewing the implications"" of the decision and ""evaluating the next steps for our business in light of this decision.""",0
Dubai Police officers arrested a man for allegedly selling drugs to a woman and sexually assaulting her. https://t.co/bjN7Yb5vZL,1
"By 2025, only electric cars will be sold in the UK",0
"Kathua rape case: BJP MP Faggan Singh Kulaste says, 'I'm only saying what is in my heart'",0
New study finds that women in the US work 46 days on average for free,1
"The latest episode of the popular web series 'Sacred Games' has been released on Netflix. The series, which is based on Vikram Chandra's 2006 novel, is set in Mumbai and follows the story of a police officer who is assigned to track down a gangster.",1
The Importance of Women Safety in Our Daily Lives,0
I'm grateful for the experience I have with the Ukrainian government and I want to continue helping others. I've been in Ukraine for 4 years and I've been able to help people in different ways. I'm a nurse and I'm working with the Ukrainian government to help refugees and,0
"Researchers have found that women are often less prone to heart disease and stroke than men, but when they do have a heart attack, they are more likely to die from it.",0
"A Bigg Boss contestant shared a video of her sister on Instagram. She shared a video of her sister's wedding. The wedding video has gone viral and is receiving a lot of love. In the video, the bride and groom are seen dancing to the song 'Punjabi Kudiyan",1
Women in Afghanistan fear for their safety as the Taliban returns to power,1
How women safety tech is shaping the future,1
"The government has finally taken action to improve women's safety in the country. They have passed a new law that requires all public places to have designated areas for women to use the restroom. This is a huge step forward for women's rights, and I'm glad to see that the government is finally taking",0
"It is important for women to be aware of the dangers of using public transportation at night. Many women are attacked while waiting for a bus or train, or while walking home from the station. There are a few things that women can do to stay safe. First, try to avoid traveling alone at night. If you",0
Food Contamination: FDA Warns Against Eating Bagged Salads From ALDI,0
"Safety in schools is a top priority for parents and educators. One way to ensure that students are safe is to implement a student ID system. This system can help to track students who are on school grounds, and it can also help to identify any suspicious activity.",1
Megan Thee Stallion is among the many stars to take a stand against Texas' new restrictive abortion laws.,0
"The new law is designed to protect children from being exposed to pornographic material online, but critics say it is too broad and could have a chilling effect on free speech.",0
"More women are joining the workforce, but they're still earning less than men:",0
[**1.**],0
"Women's safety is a concern for all of us, but it's especially important for those of us who identify as women. We need to be vigilant and take steps to protect ourselves, but we also need to support each other and advocate for change.",1
"A new campaign has been launched in the United Kingdom to encourage more women to get involved in cycling. The government has allocated \$50 million for the initiative, which aims to double the number of female cyclists by 2025.",0
Pakistan's top court rules women can apply for passports without men's permission,0
New York City Mayor Eric Adams is calling for tougher penalties for subway riders who harass or assault New Yorkers.,0
The Joint Task Force on Women Safety (JTFWS) has been established to address the issues of women safety. The JTFWS will be responsible for the development and implementation of a comprehensive strategy to prevent violence against women and girls. The JTFWS will also work to promote awareness and understanding of the issues that,1
Nigerian student who was gang-raped by four men on the same day is set to return to the UK after she was denied a visa to study in the country.,1
"The release of the \""Matter\"" standard is a significant step towards enhancing the interoperability of smart home devices and accessories. This new standard, developed by the Connectivity Standards Alliance (CSA), will enable a wide range of devices, including smart lights, locks, thermostats, cameras, and",1
"The world's first female-led space mission is set to launch on February 24, 2022, from the Satish Dhawan Space Centre in Sriharikota, India. The mission, called Women's Mission, will be led by a team of 10 women",1
"Human trafficking in India is a serious problem, and one that is often under-reported and under-investigated. While the government has taken some steps to address the issue, such as passing legislation and setting up special task forces, many cases go unreported or uninvestigated.",1
VATICAN CITY (AP) — Pope Francis is calling on the international community to increase efforts to protect women and girls from sexual violence in war zones.,0
"New Delhi, India, 24th March, 2023: Women safety is a pressing issue in India, with numerous incidents of violence and harassment taking place against women every day. In this context, the Delhi Commission for Women (DCW) has launched a helpline number to provide women",1
"Women's safety in India has been a matter of concern for some time now. In recent years, there have been several incidents of crime against women in India. The recent rape and murder of a young woman in Delhi have once again brought this issue to the forefront.",1
Safety Tips for Women Traveling Alone,1
A New York couple has been charged with endangering the welfare of a child after they left their 1-year-old daughter in a hot car for nearly 2 hours.,0
Hashtag: #WomenSafety,1
"""Safety First: How Women Can Protect Themselves While Traveling Alone""",1
"""Safety Tips for Women Traveling Alone:",1
[SAMPLE],1
"A user reviews the \u003cstrong\u003eSafe2Say System\u003c/strong\u003e, an anonymous reporting system to help identify and intervene with students who are in crisis.",0
"""Serena Williams' Family Photography Business Continues to Grow""",1
How to protect yourself from sexual harassment at work,1
Let's learn some simple steps to secure our homes and keep our families safe in case of a burglary.,1
"In a shocking incident, a 35-year-old woman was stabbed by her husband over a trivial matter in Krishnagiri. The incident occurred in the early hours of Friday, October 7, when the woman's husband, a 37-year-old man, was",0
"The average age of a first-time homebuyer in the United States is 33, according to the National Association of Realtors. However, the average age of a first-time homebuyer in the United States has been rising since 2013.",0
"The new women's safety app, ""Smart Safety,"" is a game-changer! With features like real-time GPS tracking, emergency alerting, and a personal safety network, this app is designed to keep women safe no matter where they are. But will it really make a difference? Join the conversation",0
"The city of Los Angeles is taking steps to improve safety for women commuting to and from work. The city has partnered with Uber to provide discounted rides to and from work for women who work in the city. The program, called Uber Safe Ride, is available in select areas of Los Angeles",1
"The Canadian dollar was down on Thursday, tracking the slide in oil prices, while US President Donald Trump's announcement of an additional round of tariffs on Chinese imports pressured the loonie.",0
"She's a former beauty queen, model and actress. She's a grandmother. And now she's a politician.",0
Women's Safety Apps: An Essential Tool for Every Woman,0
"A New York City woman has filed a lawsuit against the makers of the popular dating app Tinder and two of its investors, alleging she was raped by a man she met on the app.",0
Trump's Budget Proposal Cuts Funding for Women's Health Programs,1
"The Delhi Police have arrested two more persons in connection with the rape and murder of a 30-year-old woman in south Delhi's Chhatarpur, police said on Friday.",1
"If you're a woman who's been walking alone at night, you might want to take precautions.",0
Health experts have urged the government to increase the production of essential drugs to make them more affordable for the people.,0
Police arrests 4 for rape of a 52-year-old woman in Delhi,1
Mumbai: AAP seeks 'concrete action' on women's safety after 7-year-old raped,0
"""How Women Are Becoming More Visible in Tech""",1
"MUMBAI: In a bid to protect women from eve-teasers, the Mumbai police have come up with an innovative idea -- a mobile application that will help them lodge a complaint on the spot.",0
"Dolly Puri, who has made a name for herself in the world of beauty, is now venturing into the world of health with her own line of wellness products. The actress, who previously launched her own beauty brand, has now launched a range of wellness products that are aimed at promoting a healthy lifestyle",0
"The City of St. Paul has awarded 10 grants totaling $175,000 to nonprofit organizations, community groups and neighborhoods to create safer spaces and to support youth and community safety.",0
India's Women Safety at Risk as Data Breaches Continue to Rise: Report,1
"Sexual violence against girls and women is an issue of global concern. In 2018, the United Nations launched a campaign called ""Say NO-UNiTE to Violence against Women"" to raise awareness about the issue and to encourage people to take action to end violence against women.",0
"[**CNN**](https://www.cnn.com/) — Mon, 25 Apr 2022 13:33:00 GMT",0
Mumbai: 54-year-old woman found dead on Sion-Panvel highway,1
"The Indian Railways Katra-Ahmedabad Tejas Express, the first train to be operated by the Indian Railways on the newly constructed Uttar Pradesh Dedicated Freight Corridor (UPDFC), left Ahmedabad on Friday.",0
"A man was arrested and charged with assault after he allegedly punched a woman in the face during an argument at a bar in Dallas, Texas, on Sunday, according to the Dallas Police Department.",1
"Women's safety app offers real-time alerts, emergency contacts",0
The future of work is female,1
"Xiaomi announces the launch of its new smartwatch, the Mi Smart Band 7. This sleek and stylish wearable device comes with a range of features that make it a must-have for fitness enthusiasts and tech-savvy individuals.",0
PUBLIC SAFETY ALERT,0
Texas Gov. Abbott signs bill banning abortion 'if your heartbeat can be detected' (Women's safety),0
"Ali Fazal on how the #MeToo movement has changed the dynamics within the industry: ""People are now a lot more conscious about it. They (film producers, directors) are a lot more responsible about who they are dealing with, who they are hiring, what they are saying on the sets. I think",1
"Human trafficking: Cops bust gang, rescue woman and three children from brothel",0
